WKT,id,id2,sportpark,sportparkFunctioneleNaam,objecttype,objectsubtype,veldindeling,sportfunctie,jaarVanActiviteit,soortOndergrond,oppervlakte,omtrek
"MULTIPOLYGON (((4.89061734335385 52.3218646442615,4.89085670191959 52.3218346857134,4.89087572739998 52.3218240430832,4.89091919745321 52.3218349748486,4.89091939916799 52.3218339870367,4.8909216467615 52.3218231751526,4.89092115662004 52.3218224091334,4.89091367781924 52.3218104419617,4.89080828445808 52.3216942009776,4.89080740176647 52.3216931681634,4.89080656255252 52.3216921218291,4.89080576736729 52.3216910626617,4.89080501541072 52.3216899894009,4.89080430866253 52.3216889046658,4.89080364758852 52.3216878091714,4.8908030345183 52.3216867047038,4.89080246990536 52.3216855905779,4.89080195415418 52.3216844675919,4.89080148679079 52.3216833343835,4.89080106918285 52.3216821939035,4.89080070163065 52.3216810469721,4.89073167922722 52.3216112007533,4.89072163692372 52.3215976319703,4.89071288760453 52.321572051922,4.89071316581487 52.321452668121,4.89072029828844 52.321239696136,4.89072213329623 52.3212119944427,4.89066163331684 52.3212117135761,4.89066121692325 52.3212174730097,4.89065794523798 52.3212319835666,4.89065184718852 52.3212369102517,4.89064104211732 52.3212417273023,4.89063348030458 52.3212437627583,4.89062810333397 52.3212458523232,4.89061200225737 52.3212494517646,4.89060168228817 52.3212528597629,4.89059113287567 52.3212544872123,4.89057336058727 52.3212580077309,4.89056915303614 52.3212591405073,4.89051451909081 52.3212589381166,4.89049942378951 52.3212591623515,4.89048405061373 52.3212619379537,4.89045006186307 52.3212754387306,4.89042583226944 52.3212779704192,4.89040093251021 52.3212827192758,4.8903945440202 52.3212847596436,4.89036392513071 52.3212880913669,4.89032787332214 52.3212893330705,4.89031692016793 52.3212890264225,4.89030448558095 52.32128741032,4.89028445866243 52.3212826884989,4.89027125720719 52.3212788222214,4.89025279913613 52.3212741519235,4.89023567075341 52.321265999941,4.89022274533607 52.3212649929386,4.89019176137383 52.3212694914981,4.89017650601218 52.3212722226163,4.8901660265089 52.3212728436877,4.89014578429177 52.3212716351692,4.89013337915002 52.3212700101847,4.89010095053819 52.3212633577758,4.89009320459956 52.3212621837782,4.89008100040549 52.3212583306575,4.89005760613632 52.321258304257,4.89003416080787 52.3212602190025,4.88999698724057 52.3212660216949,4.8899927332626 52.321273922071,4.8899700796052 52.3212902835295,4.8899671408609 52.3212946841894,4.88995855070292 52.3213047234122,4.88994874316124 52.3213108298481,4.88994008940421 52.3213147570967,4.88992759663839 52.3213144079903,4.88990732497481 52.3213132082951,4.88989540011095 52.321311917853,4.88988507704426 52.3213103555212,4.88987416470623 52.3213024722862,4.88986795597509 52.3212950042862,4.88986688783257 52.321288222993,4.88985700873334 52.3212732077847,4.88985427099204 52.3212609638765,4.88983090519826 52.3212583940027,4.88981733289854 52.3212653833808,4.88979663096777 52.3212711743681,4.88978821132047 52.3212725320783,4.88977221532364 52.3212772193714,4.88972902195999 52.3212757075613,4.88970945002374 52.3212735850308,4.88967763720361 52.3212656498393,4.88963585525505 52.3212651505645,4.88958966602254 52.3213202762238,4.8895691357765 52.3216197443348,4.88955430250952 52.3218361711264,4.88956273657499 52.3218413925641,4.88958849179191 52.3218428041255,4.88966264058662 52.3218398354272,4.88977019019338 52.3218379418522,4.88989046725127 52.3218377194841,4.89005180641012 52.3218381459021,4.89008891739013 52.3218379782802,4.89012257220142 52.3218373287598,4.89012073682989 52.3218702703282,4.8902555027108 52.3218703061946,4.89044027605736 52.3218724752804,4.89061734335385 52.3218646442615),(4.89068774417601 52.3217943161316,4.89067477369849 52.3217975446471,4.89066139337272 52.3218000681744,4.89064770503161 52.321801867508,4.89063381285236 52.3218029289536,4.89061982256351 52.3218032444331,4.89060584064033 52.3218028115454,4.89059197349438 52.321801633585,4.89057832666372 52.321799719517,4.89056500400957 52.3217970839087,4.89055210692597 52.3217937468188,4.89053973356799 52.3217897336448,4.89052797810477 52.3217850749294,4.89051693000273 52.3217798061286,4.89050667334482 52.3217739673413,4.89049728619043 52.3217676030043,4.89048883998139 52.3217607615544,4.89048139899826 52.3217534950593,4.89047501987113 52.3217458588217,4.89046975114857 52.321737910958,4.89046563292822 52.3217297119565,4.89046269655169 52.3217213242167,4.89046096436589 52.3217128115744,4.89046044955313 52.3217042388159,4.89046115603075 52.3216956711853,4.89046307842132 52.3216871738872,4.89046620209361 52.3216788115913,4.89047050327396 52.3216706479394,4.8904759492272 52.321662745062,4.89048249850586 52.3216551631044,4.89049010126558 52.3216479597696,4.89049869964449 52.3216411898795,4.89050822820353 52.3216349049565,4.89051861442458 52.3216291528326,4.89052977926233 52.3216239772846,4.89054163774576 52.3216194177015,4.890554099625 52.3216155087842,4.89056707005801 52.3216122802819,4.89058045033251 52.3216097567649,4.89059413861706 52.321607957439,4.89060803073625 52.3216068959979,4.89062202096331 52.3216065805198,4.89063600282489 52.3216070134055,4.89064986991125 52.3216081913607,4.89066351668622 52.3216101054204,4.89067683929018 52.3216127410177,4.89068973633069 52.321616078094,4.89070210965394 52.3216200912524,4.89071386509188 52.3216247499506,4.89072491317882 52.3216300187332,4.89073516983231 52.3216358575018,4.89074455699307 52.32164222182,4.89075300321909 52.3216490632518,4.89076044422926 52.32165632973,4.89076682339273 52.3216639659524,4.89077209215977 52.321671913803,4.8907762104314 52.321680112794,4.89077914686449 52.3216885005261,4.89078087911036 52.321697013164,4.8907813939849 52.3217055859212,4.89078068756889 52.3217141535538,4.89077876523789 52.321722650857,4.89077564162131 52.3217310131612,4.89077134049114 52.3217391768241,4.890765894581 52.3217470797151,4.89075934533705 52.3217546616884,4.89075174260264 52.3217618650402,4.89074314423882 52.3217686349487,4.8907336156842 52.3217749198904,4.89072322945677 52.321780672033,4.89071206460206 52.3217858475991,4.89069927243866 52.321791009977,4.89068774417601 52.3217943161316)))","10606465",{A26272DE-6877-40EF-85AA-33CB2EFE1FE9},Sportpark 't Loopveld,Sportpark Amsterdamse Bos 02,Sportveld (begroeid),Gras- en kruidachtigen,SPZ-LOO-GOLF-20F,Golf,2011,Gras,4889.3326,390.53511
"MULTIPOLYGON (((4.85044840686594 52.3401552631223,4.85068189426967 52.3401870343261,4.85080126597059 52.3398613065311,4.8505629281154 52.3398289865791,4.85044840686594 52.3401552631223)))","10657141",{CD2521D8-143A-485B-B4F6-D2B5083DD1E3},Sportpark Zuid,Sportpark Zuid,Sportveld (verhard),Kunststofverharding,SPZ-ZUID-11,Tennis,2005,Top Clay (clay tech),611.59879,107.21331
"MULTIPOLYGON (((4.93600572746815 52.3895288685776,4.93607235093187 52.389678883111,4.93661120544245 52.3895904899382,4.93654205508411 52.3894420148521,4.93600572746815 52.3895288685776)))","10676184",{2FD57C42-3E42-4226-A191-659039EF8FC2},Sportpark W.H. Vliegenbos,Sportpark W.H. Vliegenbos,Sportveld (verhard),Kunststofverharding,SPN-VLIE-01,Tennis,2009,Kunstgras — keramisch zand (smashcourt),652.77154,110.22029
"MULTIPOLYGON (((4.79879514450298 52.3706349712481,4.79878975568148 52.3706353782759,4.79878444532325 52.3706360712306,4.79877925384324 52.3706370448384,4.79877422075166 52.3706382916895,4.79876938435326 52.3706398022948,4.79876478145594 52.3706415651575,4.79876044709046 52.3706435668613,4.79875641424391 52.370645792172,4.7987527136087 52.3706482241537,4.79874937334891 52.3706508442977,4.79874641888595 52.3706536326629,4.79874387270511 52.3706565680284,4.7987417541844 52.3706596280543,4.79874007944716 52.3706627894518,4.79873886123921 52.370666028161,4.79873810883195 52.3706693195333,4.79873782795176 52.3706726385193,4.79873802073639 52.3706759598596,4.79873868571877 52.3706792582768,4.79873981783807 52.3706825086679,4.79874140847827 52.3706856862955,4.79874344553375 52.3706887669758,4.79874591350133 52.3706917272631,4.79874879359837 52.3706945446277,4.79875206390563 52.3706971976278,4.79875569953415 52.3706996660723,4.79875967281459 52.3707019311749,4.79876395350787 52.3707039756968,4.79876850903532 52.3707057840779,4.7987733047266 52.3707073425553,4.7987783040835 52.370708639268,4.79878346905785 52.3707096643473,4.79878876034101 52.3707104099916,4.79879413766298 52.370710870526,4.79879956009903 52.3707110424457,4.798804986381 52.3707109244423,4.79881037521154 52.3707105174138,4.79881568557829 52.370709824458,4.79882087706603 52.3707088508486,4.79882591016434 52.3707076039955,4.79883074656821 52.370706093388,4.79883534946963 52.3707043305228,4.7988396838377 52.3707023288162,4.79884371668522 52.3707001035027,4.79884741731979 52.3706976715182,4.79885075757734 52.3706950513715,4.79885371203653 52.3706922630036,4.79885625821217 52.3706893276358,4.7988583767264 52.3706862676079,4.7988600514561 52.3706831062086,4.79886126965568 52.3706798674982,4.79886202205399 52.3706765761252,4.79886230292492 52.3706732571388,4.79886211013098 52.3706699357987,4.79886144513956 52.3706666373822,4.79886031301174 52.3706633869923,4.79885872236381 52.3706602093663,4.79885668530163 52.3706571286879,4.79885421732856 52.3706541684029,4.79885133722741 52.3706513510408,4.79884806691757 52.3706486980435,4.79884443128807 52.3706462296017,4.79884045800828 52.3706439645019,4.79883617731723 52.3706419199827,4.79883162179356 52.3706401116042,4.7988268261075 52.3706385531292,4.79882182675705 52.3706372564185,4.79881666179023 52.370636231341,4.79881137051545 52.3706354856979,4.79880599320242 52.3706350251643,4.79880057077566 52.3706348532448,4.79879514450298 52.3706349712481)))","10697763",{4E05C1EA-D6AB-4012-BD8B-F88EEFD2DCF9},Sportpark Ookmeer,Sportpark Ookmeer 03,Sportveld (begroeid),Gras- en kruidachtigen,SPW-OOK-GOLF-07A,Golf,2009,Gras,56.37394,26.62453
"MULTIPOLYGON (((4.89060803073625 52.3216068959979,4.89059413861706 52.321607957439,4.89058045033251 52.3216097567649,4.89056707005801 52.3216122802819,4.890554099625 52.3216155087842,4.89054163774576 52.3216194177015,4.89052977926233 52.3216239772846,4.89051861442458 52.3216291528326,4.89050822820353 52.3216349049565,4.89049869964449 52.3216411898795,4.89049010126558 52.3216479597696,4.89048249850586 52.3216551631044,4.8904759492272 52.321662745062,4.89047050327396 52.3216706479394,4.89046620209361 52.3216788115913,4.89046307842132 52.3216871738872,4.89046115603075 52.3216956711853,4.89046044955313 52.3217042388159,4.89046096436589 52.3217128115744,4.89046269655169 52.3217213242167,4.89046563292822 52.3217297119565,4.89046975114857 52.321737910958,4.89047501987113 52.3217458588217,4.89048139899826 52.3217534950593,4.89048883998139 52.3217607615544,4.89049728619043 52.3217676030043,4.89050667334482 52.3217739673413,4.89051693000273 52.3217798061286,4.89052797810477 52.3217850749294,4.89053973356799 52.3217897336448,4.89055210692597 52.3217937468188,4.89056500400957 52.3217970839087,4.89057832666372 52.321799719517,4.89059197349438 52.321801633585,4.89060584064033 52.3218028115454,4.89061982256351 52.3218032444331,4.89063381285236 52.3218029289536,4.89064770503161 52.321801867508,4.89066139337272 52.3218000681744,4.89067477369849 52.3217975446471,4.89068774417601 52.3217943161316,4.89070020609156 52.3217904071991,4.89071206460206 52.3217858475991,4.89072322945677 52.321780672033,4.8907336156842 52.3217749198904,4.89074314423882 52.3217686349487,4.89075174260264 52.3217618650402,4.89075934533705 52.3217546616884,4.890765894581 52.3217470797151,4.89077134049114 52.3217391768241,4.89077564162131 52.3217310131612,4.89077876523789 52.321722650857,4.89078068756889 52.3217141535538,4.8907813939849 52.3217055859212,4.89078087911036 52.321697013164,4.89077914686449 52.3216885005261,4.8907762104314 52.321680112794,4.89077209215977 52.321671913803,4.89076682339273 52.3216639659524,4.89076044422926 52.32165632973,4.89075300321909 52.3216490632518,4.89074455699307 52.32164222182,4.89073516983231 52.3216358575018,4.89072491317882 52.3216300187332,4.89071386509188 52.3216247499506,4.89070210965394 52.3216200912524,4.89068973633069 52.321616078094,4.89067683929018 52.3216127410177,4.89066351668622 52.3216101054204,4.89064986991125 52.3216081913607,4.89063600282489 52.3216070134055,4.89062202096331 52.3216065805198,4.89060803073625 52.3216068959979)))","10702446",{6F67E2D4-800A-4B8A-AB2C-329944898919},Sportpark 't Loopveld,Sportpark 't Loopveld 02,Sportveld (begroeid),Gras- en kruidachtigen,SPZ-LOO-GOLF-13,Golf,2011,Gras,375.59664,68.72324
"MULTIPOLYGON (((4.86923679674011 52.359522874,4.86947370815846 52.3595974819715,4.86973072718814 52.3592916562271,4.86951426667124 52.3592252610319,4.86949533352572 52.359219457215,4.86923679674011 52.359522874)))","10722051",{5CCCB8BB-E8DA-4FF1-80A6-A976E4FB11B1},Sportpark Vondelpark (Tennis Festina),Sportpark Vondelpark (Tennis Festina),Sportveld (verhard),Halfverharding,SPZ-VOND-01,Tennis,0,Gravel,688.67196,112.42912
"MULTIPOLYGON (((4.89213904781395 52.3218322779652,4.89217443486228 52.3218227348667,4.89221297947877 52.3218027683247,4.89222291512377 52.3217845457666,4.89222551012584 52.3217700198695,4.89222024344758 52.3217513609707,4.89221008578883 52.3217349180323,4.89219743696035 52.3217236829918,4.89217870140482 52.3217127952197,4.89216052012068 52.3217067553486,4.89213198184313 52.321702163085,4.89210220213191 52.3216998020431,4.89205662849316 52.321695511208,4.89202438667695 52.3216957490032,4.89200612647953 52.3216967907865,4.89199148674351 52.3217004568824,4.89197195185637 52.321706711647,4.89195786635445 52.3217152256436,4.89194376007046 52.3217256032379,4.89193208265769 52.3217363637357,4.89193129571543 52.3217523881449,4.8919359747906 52.3217691809106,4.89194308690526 52.3217859838611,4.89195753137787 52.3217998356064,4.89197380063761 52.3218136949881,4.89199194039058 52.3218234620867,4.89201130913516 52.3218321161147,4.89203497725142 52.3218370607611,4.89207206032217 52.3218390796474,4.89209761553921 52.3218384411196,4.89213904781395 52.3218322779652)))","10741802",{B936258F-8D7B-449F-898A-9B2F624DB312},Sportpark 't Loopveld,Sportpark 't Loopveld 02,Sportveld (begroeid),Gras- en kruidachtigen,SPZ-LOO-GOLF-14,Golf,2011,Gras,254.98208,57.62837
"MULTIPOLYGON (((4.94834848490419 52.3445988407683,4.94853580293459 52.3444824122846,4.94815793381228 52.3442522425001,4.94796760038904 52.3443710344902,4.94834848490419 52.3445988407683)))","10743129",{75EF20E4-92B6-48D3-B6D9-83BAA917EE97},Sportpark Middenmeer-Voorland,Sportpark Middenmeer-Voorland 05,Sportveld (verhard),Halfverharding,SPO-MIDD-56,Tennis,0,,666.13937,109.29993
"MULTIPOLYGON (((4.80582325381834 52.3361682252233,4.80581343292432 52.3361712958475,4.80580408628878 52.3361748791096,4.80579528504502 52.336178947739,4.80578709617572 52.3361834707708,4.80577958200308 52.3361884137825,4.8057727997145 52.3361937391547,4.80576680092741 52.3361994063582,4.80576833313792 52.3362132829456,4.8057728646859 52.3362370364155,4.80579187940708 52.3362641982488,4.80582064184724 52.3362865875713,4.80584653808585 52.3362967264034,4.80588572151659 52.3363091553062,4.80591802328973 52.3363116179849,4.80592824372718 52.3363090833597,4.80593806464381 52.3363060127261,4.80594741129624 52.3363024294535,4.80595621255062 52.336298360813,4.80596440142398 52.3362938377695,4.80597191559399 52.3362888947463,4.80597869787329 52.3362835693627,4.80598469664479 52.3362779021485,4.80598986625435 52.3362719362345,4.80599342996062 52.3362659299867,4.80598935312121 52.3362536735607,4.80598164456947 52.3362413992961,4.80596430484256 52.3362249989225,4.80593608455454 52.3362074326987,4.8058970322625 52.3361849928549,4.80586146122893 52.3361740649027,4.80582325381834 52.3361682252233)))","10746705",{B555E86F-A815-438F-9722-7845A4F7DD80},Sportpark Sloten,Sportpark Sloten 02,Sportveld (begroeid),Gras- en kruidachtigen,SPW-SLO-GOLF-06,Golf,0,Gras,165.86811,47.53966
"MULTIPOLYGON (((4.85971527429635 52.3291392947048,4.85971598523771 52.3290485569722,4.85971602058506 52.3290431105185,4.85918008411209 52.3290415289422,4.85917878749407 52.3292073482051,4.85971472596853 52.3292089297899,4.85971520756639 52.3291473834338,4.85971527429635 52.3291392947048)))","10748034",{6E160419-6D8B-4464-95C2-137C73F54F8F},Sportpark Buitenveldert West,Sportpark Buitenveldert West,Sportveld (verhard),Halfverharding,SPZ-BUWE-01,Tennis,0,Gravel,674.06109,109.96834
"MULTIPOLYGON (((4.93501791685803 52.3898265458493,4.93515790137087 52.3901453285406,4.93537913632571 52.3901096798865,4.93524198752637 52.3897898667366,4.93501791685803 52.3898265458493)))","10760501",{0C766621-6FAE-4713-B9D2-71D25418A39E},Sportpark W.H. Vliegenbos,Sportpark W.H. Vliegenbos,Sportveld (verhard),Kunststofverharding,SPN-VLIE-08,Tennis,2009,Kunstgras — keramisch zand (smashcourt),576.43539,104.88008
"MULTIPOLYGON (((4.7859522079465 52.3780546892643,4.78597939150878 52.3771556368448,4.78499512297566 52.3771444873677,4.78496791946255 52.3780435395327,4.7859522079465 52.3780546892643)))","10783771",{17EB5C95-145F-44B3-9122-A8D7148A9A18},Sportpark De Eendracht,Sportpark De Eendracht 02,Sportveld (begroeid),Gras- en kruidachtigen,SPW-EEND-19,Rugby,2008,Gras,6706.88179,334.1714
"MULTIPOLYGON (((4.92037552161532 52.4011051188262,4.92031714967027 52.4010249796685,4.92033223778772 52.4010182354889,4.92019224974718 52.400821627293,4.92017959112822 52.4008251095314,4.91997179136002 52.4005441254936,4.91835263735244 52.4009776683205,4.91875700025028 52.4015411822106,4.92037552161532 52.4011051188262)))","10812418",{B5223944-E3FF-44C2-A38F-DFE83F9239D6},Sportpark Buiksloterbanne,Sportpark Buiksloterbanne,Sportveld (begroeid),Gras- en kruidachtigen,SPN-BUI-02,Voetbal,2014,Gras,8258.41122,379.28164
"MULTIPOLYGON (((4.96653898218633 52.3099813217117,4.96651652938457 52.309933098637,4.96648903474978 52.3098988994017,4.96643714731683 52.3098485656553,4.9663688493573 52.3098031884258,4.96630689732151 52.309778896399,4.96610018167279 52.3100078440474,4.96642640179833 52.3101193330974,4.96653898218633 52.3099813217117)))","10835602",{FDE8C2D8-2B9B-4BA3-907C-89252DD8AF91},Sportpark Bijlmer,Sportpark Bijlmer 02,Sportveld (verhard),Halfverharding,SPO-BIJL-12,Atletiek,0,Gravel,630.63934,100.08532
"MULTIPOLYGON (((4.94979808261412 52.3484525878073,4.9508839934735 52.34777249595,4.95015249329997 52.3473420286502,4.94907741488106 52.3480160415852,4.94979808261412 52.3484525878073)))","10892642",{A422479A-24BD-4566-89F4-30D07091A2CA},Sportpark Middenmeer-Voorland,Sportpark Middenmeer-Voorland 02,Sportveld (begroeid),Gras- en kruidachtigen,SPO-MIDD-12,Voetbal,2016,Gras,7278.19272,348.86479
"MULTIPOLYGON (((4.96695459485137 52.3922803176434,4.96662466024496 52.3921933394345,4.96636617606901 52.392554567484,4.9666848189042 52.3926415216995,4.96695459485137 52.3922803176434)))","10892679",{1E306038-CC96-4114-83AC-153C60FB042F},Sportpark De Weeren,Sportpark De Weeren 02,Sportveld (verhard),Asfaltverharding,SPN-WEER-02,Handbal,1980,Asfalt,1061.17138,136.2667
"MULTIPOLYGON (((4.93459406988317 52.3410895146791,4.93393619253932 52.3406954853712,4.93282424684886 52.3413786579961,4.93302252189859 52.3415003345398,4.93327715489746 52.3416538436406,4.93352285763183 52.3418038588896,4.93462446171015 52.3411134625018,4.93459406988317 52.3410895146791)))","10901577",{77E089FA-5C8C-4CE4-90D7-6C5438E88EE9},Sportpark Drieburg,Sportpark Drieburg 03,Sportveld (begroeid),Gras- en kruidachtigen,SPO-DRIE-05,Voetbal,2020,Gras,7164.37888,347.94305
"MULTIPOLYGON (((4.8446915889241 52.3391170235004,4.84494401710887 52.3391187327168,4.84494442385647 52.3387901435354,4.84469923690313 52.3387862584949,4.8446915889241 52.3391170235004)))","10904795",{1C19ABD0-39EE-44CE-B6BB-8A9E2CDD8943},Sportpark Jaagpad,Sportpark Jaagpad,Sportveld (verhard),Halfverharding,SPZ-JAAG-15,Tennis,2018,Gravel,622.0914,107.28726
"MULTIPOLYGON (((4.89217895297169 52.3219115887121,4.89223003782297 52.3219118204223,4.89226215838432 52.3219119637884,4.89227429077565 52.3219091294589,4.8922789526206 52.3219080344736,4.89230264388389 52.321902498228,4.89230892731344 52.3218901393235,4.89233596454697 52.3218370446419,4.89233936843085 52.3218303719564,4.89238967379972 52.3217320221457,4.89241981304206 52.3216899933612,4.89241518629964 52.3216893828675,4.8921625628403 52.3216660273567,4.89210292460416 52.3216331161313,4.89154979294272 52.3215966015156,4.89154680412703 52.321612074975,4.89117878300875 52.3215960891839,4.89118242255832 52.3215840877529,4.89074511181123 52.3215838982534,4.89077304675992 52.3216251885909,4.89082984595635 52.3216836858365,4.89093249439173 52.3217948641433,4.89095675380446 52.3218264501679,4.89095736118169 52.3218272256664,4.89095766778183 52.3218273527816,4.89099310682918 52.3218416122713,4.89110414408814 52.3218478840465,4.89114447516326 52.3218470105718,4.89116916675745 52.3218464759642,4.89122074128942 52.3218409399956,4.89124990626194 52.3218377996868,4.89135906570854 52.3218270224808,4.89142002988813 52.321823898557,4.89147483685067 52.3218257460197,4.89151377634596 52.3218299626712,4.89153777281622 52.3218325708046,4.89153842788877 52.3218317017325,4.89154482933626 52.3218232440677,4.89154804603488 52.3218241563241,4.89154384778547 52.3218297111719,4.89158501436941 52.321839401713,4.89165987482476 52.321860719781,4.89178234296018 52.3218968243671,4.89183797629366 52.3219021803638,4.89184172637673 52.3218894603525,4.89186964843321 52.3218925522201,4.891866020103 52.3219048772789,4.89192269380947 52.3219103274695,4.89204017506037 52.3219122392948,4.89217895297169 52.3219115887121),(4.89131760801742 52.321761757346,4.89126743808753 52.3217606152274,4.89121048780927 52.3217538537144,4.891190042727 52.3217463134031,4.8911703943746 52.3217355150423,4.89115462040166 52.3217182101503,4.89114343949777 52.3216981290406,4.89114213218507 52.3216790211537,4.89114914662375 52.3216636754576,4.89116529513535 52.3216474362334,4.89118979659523 52.3216321638516,4.89121493350319 52.3216280760248,4.89126132775901 52.3216268727773,4.89129017777048 52.3216307210089,4.8913258393368 52.3216373932573,4.89136765096358 52.3216380344098,4.89140259383925 52.3216409763244,4.89142684043999 52.3216485325296,4.89145100906065 52.3216630770877,4.89145533173677 52.3216845271676,4.89145055672771 52.3217036095639,4.89143822023533 52.3217189329761,4.89142209779503 52.3217328427848,4.8913930501117 52.3217466984252,4.89135643573135 52.3217572609597,4.89131760801742 52.321761757346),(4.89209761553921 52.3218384411196,4.89207206032217 52.3218390796474,4.89203497725142 52.3218370607611,4.89201130913516 52.3218321161147,4.89199194039058 52.3218234620867,4.89197380063761 52.3218136949881,4.89195753137787 52.3217998356064,4.89194308690526 52.3217859838611,4.8919359747906 52.3217691809106,4.89193129571543 52.3217523881449,4.89193208265769 52.3217363637357,4.89194376007046 52.3217256032379,4.89195786635445 52.3217152256436,4.89197195185637 52.321706711647,4.89199148674351 52.3217004568824,4.89200612647953 52.3216967907865,4.89202438667695 52.3216957490032,4.89205662849316 52.321695511208,4.89210220213191 52.3216998020431,4.89213198184313 52.321702163085,4.89216052012068 52.3217067553486,4.89217870140482 52.3217127952197,4.89219743696035 52.3217236829918,4.89221008578883 52.3217349180323,4.89222024344758 52.3217513609707,4.89222551012584 52.3217700198695,4.89222291512377 52.3217845457666,4.89221297947877 52.3218027683247,4.89217443486228 52.3218227348667,4.89213904781395 52.3218322779652,4.89209761553921 52.3218384411196)))","10917364",{96EA32FD-9684-4B14-A7F0-D70AD44D752F},Sportpark 't Loopveld,Sportpark 't Loopveld 02,Sportveld (begroeid),Gras- en kruidachtigen,SPZ-LOO-GOLF-19F,Golf,2011,Gras,2376.82801,390.49411
